"","spot_1_1","spot_1_2","spot_1_3","spot_1_4","spot_1_5","spot_1_6","spot_1_7","spot_1_8","spot_1_9","spot_2_1","spot_2_2","spot_2_3","spot_2_4","spot_2_5","spot_2_6","spot_2_7","spot_2_8","spot_2_9","spot_3_1","spot_3_2","spot_3_3","spot_3_4","spot_3_5","spot_3_6","spot_3_7","spot_3_8","spot_3_9","spot_4_1","spot_4_2","spot_4_3","spot_4_4","spot_4_5","spot_4_6","spot_4_7","spot_4_8","spot_4_9","spot_5_1","spot_5_2","spot_5_3","spot_5_4","spot_5_5","spot_5_6","spot_5_7","spot_5_8","spot_5_9","spot_6_1","spot_6_2","spot_6_3","spot_6_4","spot_6_5","spot_6_6","spot_6_7","spot_6_8","spot_6_9","spot_7_1","spot_7_2","spot_7_3","spot_7_4","spot_7_5","spot_7_6","spot_7_7","spot_7_8","spot_7_9","spot_8_1","spot_8_2","spot_8_3","spot_8_4","spot_8_5","spot_8_6","spot_8_7","spot_8_8","spot_8_9","spot_9_1","spot_9_2","spot_9_3","spot_9_4","spot_9_5","spot_9_6","spot_9_7","spot_9_8","spot_9_9","spot_10_3","spot_10_4","spot_10_5","spot_10_6"
"Ptprc",0,1,0,2,1,4,1,0,0,0,0,1,2,4,2,6,2,2,1,3,1,3,1,1,2,3,1,1,4,2,9,1,0,0,2,1,5,1,2,2,3,4,2,3,0,2,2,5,2,2,2,12,1,2,1,2,10,1,4,6,6,0,1,3,2,3,2,3,0,1,1,0,1,2,3,3,0,3,1,2,2,2,1,0,1
"Zfp217",0,0,0,0,5,5,0,0,0,0,0,4,1,5,2,0,3,2,0,5,4,3,2,6,0,3,2,5,0,3,3,2,6,4,5,1,3,3,1,1,3,8,1,1,3,2,4,6,5,5,2,5,1,2,1,5,6,6,6,1,2,1,4,5,7,3,0,2,2,3,4,3,1,2,0,4,0,2,1,3,0,0,2,0,0
"Arhgap19",0,0,0,0,1,1,2,0,2,0,3,4,0,6,1,6,4,1,0,5,2,5,2,1,2,5,3,0,4,2,3,4,3,2,10,0,2,4,1,10,4,2,6,2,2,0,3,5,0,4,0,7,1,4,0,0,3,2,5,0,1,2,0,0,1,2,4,8,0,3,7,1,1,2,0,1,0,4,0,2,0,1,0,0,0
"Slco2b1",0,2,1,1,1,4,2,2,0,0,2,4,3,0,2,11,2,2,0,5,5,7,1,7,6,4,1,2,9,7,5,4,5,8,5,0,6,4,4,4,8,6,1,4,1,2,2,7,2,1,2,13,7,3,2,2,7,7,6,4,6,4,1,6,3,2,3,6,0,4,5,0,3,3,2,4,2,1,3,6,2,0,3,0,1
"Tlr1",0,0,0,1,0,4,4,0,0,0,0,2,0,5,2,4,2,3,1,6,5,2,4,1,4,7,1,1,0,6,3,10,11,6,8,1,3,5,1,6,7,2,5,3,3,0,4,10,6,3,0,7,2,0,3,5,6,6,9,8,11,2,4,0,3,0,10,5,0,2,4,5,8,2,1,3,0,5,3,4,0,0,0,0,6
"Il12b",0,0,1,1,4,3,4,1,2,2,2,9,2,8,2,7,3,2,2,4,4,1,2,1,5,1,4,5,3,6,6,3,8,2,3,1,0,1,2,3,2,6,10,2,3,1,1,7,3,5,0,6,4,1,1,3,7,3,4,1,3,1,2,2,6,1,2,4,1,7,2,5,6,3,3,6,2,7,0,4,1,0,1,0,2
"Hlx",0,3,0,1,1,3,3,0,0,0,2,4,3,4,6,7,3,0,1,2,3,0,1,0,4,3,2,1,2,1,3,1,6,3,1,1,2,1,1,1,1,2,0,1,1,0,1,3,1,0,0,3,1,1,0,4,5,4,2,2,0,2,1,1,5,2,4,4,1,2,2,1,0,0,0,0,1,1,1,5,0,0,0,0,1
"Runx1",0,1,0,3,3,2,2,1,0,0,0,3,1,4,2,5,4,4,0,2,4,3,2,3,1,0,0,0,2,4,1,0,6,2,3,0,2,2,1,2,0,3,2,1,4,2,2,4,3,3,3,1,2,2,2,2,6,3,2,1,1,1,1,2,3,3,1,2,0,1,2,2,4,0,1,5,2,4,6,0,1,0,2,0,0
"C3ar1",0,1,0,3,5,9,0,0,2,0,0,9,7,3,5,10,5,1,1,6,12,5,1,2,3,5,2,2,2,6,4,5,4,4,1,1,9,3,5,3,3,5,4,1,1,3,1,16,2,5,5,8,0,4,3,3,13,6,8,3,4,0,1,3,5,3,4,4,2,6,8,2,6,0,3,5,3,7,3,5,1,3,1,1,1
"Tlr7",2,0,2,0,1,0,0,0,0,0,0,5,0,0,0,1,2,2,1,2,3,1,0,0,2,2,0,1,2,2,0,0,7,0,6,2,5,1,0,0,3,1,4,0,0,0,0,2,0,1,0,5,2,2,1,2,4,5,4,2,2,0,2,3,5,1,3,1,1,4,0,0,0,0,1,2,0,3,0,4,0,0,0,0,1
"Nfatc1",0,0,0,1,0,2,0,0,0,3,1,1,3,1,3,6,2,1,0,1,5,0,2,2,2,2,0,5,2,3,3,2,3,6,1,1,4,4,2,4,4,3,4,2,2,0,1,9,2,2,3,2,0,0,3,4,6,5,1,5,1,2,2,2,5,3,7,5,2,2,4,3,1,1,2,7,0,1,1,1,0,0,0,0,1
"Gna15",2,0,2,0,3,6,0,0,0,0,0,5,4,1,3,3,0,3,2,2,5,0,1,5,2,4,0,1,1,2,1,6,4,0,6,3,0,6,2,0,4,5,6,0,2,1,5,3,0,1,2,7,1,4,3,2,5,3,1,1,2,1,0,2,2,3,3,3,0,3,3,1,1,0,0,6,2,0,3,7,0,2,0,1,1
"Plekho2",0,0,0,1,3,2,0,0,0,0,0,0,2,3,1,3,2,0,2,2,6,0,2,1,2,2,0,2,2,2,3,1,2,0,3,1,3,1,1,3,4,2,0,4,2,1,2,2,2,5,1,3,1,0,0,2,0,9,3,7,4,3,0,4,1,1,4,4,2,5,3,2,3,2,1,3,2,1,0,3,1,0,1,0,2
"Bank1",1,0,0,2,2,2,1,0,1,0,0,2,0,5,3,7,0,2,0,0,4,2,0,8,2,6,3,1,1,4,2,2,2,2,4,0,1,7,1,5,0,4,0,0,1,0,3,3,3,4,0,3,4,2,3,2,3,2,8,3,1,0,2,0,3,4,0,6,2,2,4,4,4,0,3,4,0,4,6,3,0,0,0,0,3
"Pik3cg",0,0,0,4,5,2,2,2,0,2,0,4,4,2,3,5,4,1,2,2,6,2,2,6,0,1,0,3,3,4,6,2,6,3,2,0,3,2,1,2,5,2,3,2,3,0,2,3,2,2,4,2,3,2,2,3,9,3,1,3,4,2,0,3,5,1,5,6,2,4,3,0,2,3,0,4,1,4,2,4,1,0,0,0,3
"Adam33",0,0,0,1,2,1,0,0,0,1,2,5,3,5,4,4,4,2,3,1,14,4,2,5,3,4,2,0,2,4,5,3,3,6,3,0,5,1,5,4,6,4,2,1,2,3,3,4,4,3,0,5,1,2,5,2,3,3,4,8,2,0,0,2,3,1,2,2,3,3,2,1,1,1,3,4,2,2,3,1,0,0,1,1,1
"Adrb2",0,2,0,2,6,3,3,2,2,2,4,5,2,3,3,10,3,9,2,3,8,6,2,6,5,9,2,4,3,10,2,3,7,3,6,2,1,0,1,5,5,9,9,6,3,0,5,4,7,2,1,10,8,4,3,11,8,3,5,2,4,4,3,3,12,4,2,5,2,9,4,2,3,2,2,5,4,3,4,3,3,1,3,0,2
"Cp",0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,3,2,2,2,0,0,0,0,3,0,1,0,0,2,0,4,2,2,3,2,0,1,3,0,0,0,5,2,1,0,7,2,2,1,2,10,5,2,1,2,0,1,6,2,2,2,5,2,2,2,1,1,2,1,0,2,3,0,4,0,0,0,0,1
"Unc93b1",0,0,3,2,3,7,1,0,0,1,3,6,4,1,2,7,3,4,3,3,6,7,1,2,0,4,1,2,5,6,4,7,5,0,6,0,4,2,1,4,3,2,3,3,2,0,0,8,1,5,1,4,4,1,3,2,5,3,3,4,4,5,3,7,5,1,0,2,0,4,2,3,6,0,3,4,2,2,4,2,0,2,1,0,1
"Tgfbr2",0,0,0,0,1,2,2,0,2,0,0,5,2,0,5,3,2,2,2,2,0,2,0,0,3,3,1,0,5,3,0,0,6,3,1,1,0,1,3,0,2,2,4,2,4,0,0,3,1,4,2,1,0,0,1,2,3,5,1,3,1,6,0,3,7,2,1,2,0,4,2,4,0,0,1,2,0,1,3,0,1,0,2,0,0
"Stk17b",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,2,2,0,2,0,0,0,0,0,2,1,0,0,2,1,2,6,2,6,0,0,0,0,3,1,3,0,1,0,0,0,4,0,1,3,5,1,0,2,3,2,6,1,3,2,1,0,2,2,1,4,1,0,3,1,3,1,0,1,2,0,0,0,1,2,0,3,0,0
"Rbm47",0,0,0,1,2,1,0,0,2,0,2,7,6,6,2,6,8,2,0,1,6,2,0,3,1,2,2,4,4,11,0,2,7,4,3,2,6,3,3,1,5,6,7,3,2,2,3,7,2,7,2,5,4,3,3,11,3,6,7,0,2,1,1,7,5,3,3,4,6,0,1,0,0,1,2,4,0,2,4,8,3,0,0,0,3
"C5ar1",0,1,0,1,0,2,0,0,2,0,1,2,0,2,4,4,2,0,1,0,2,2,1,7,3,4,1,2,1,3,2,4,3,1,4,2,0,1,2,3,5,1,4,3,3,1,0,4,2,2,0,2,3,1,0,6,7,4,3,2,0,0,1,0,3,1,0,2,1,4,2,0,2,1,3,3,2,4,1,3,1,1,0,1,0
"Cybb",0,0,0,0,1,4,3,0,1,0,0,4,2,1,0,3,4,2,0,1,3,1,3,1,2,1,3,0,0,5,3,4,8,1,2,1,1,2,0,0,2,1,0,0,2,2,0,0,3,0,1,3,1,3,1,7,5,2,2,4,0,1,0,0,4,2,2,0,0,2,3,1,1,0,0,2,0,4,3,2,2,0,0,0,1
"Spry1",2,0,1,0,1,1,4,0,0,2,2,3,2,0,3,3,0,4,0,2,6,7,0,1,4,5,0,1,2,3,4,7,2,4,2,1,3,0,2,5,6,1,4,1,3,0,3,8,0,5,3,4,3,0,2,4,9,5,2,4,3,3,1,3,2,2,5,3,2,2,1,1,3,1,2,2,4,0,4,3,1,0,1,0,4
"Ccr1",0,0,0,0,4,1,2,0,0,2,1,4,1,1,3,3,5,2,2,1,3,2,0,2,0,1,2,0,1,5,4,3,5,3,3,2,3,3,0,2,4,3,2,1,1,0,0,0,5,3,3,5,3,1,4,4,5,0,5,3,4,1,1,3,3,1,2,2,1,1,7,1,2,1,2,1,2,2,3,2,0,0,0,0,0
"Plin2",0,0,0,3,4,2,1,0,1,1,0,3,4,3,3,4,6,4,1,8,4,4,2,3,3,5,1,1,1,10,1,5,6,2,5,2,3,3,3,6,0,6,7,2,2,2,0,7,1,4,1,2,6,2,2,8,6,6,8,4,0,0,1,1,3,1,1,4,2,2,4,2,5,4,2,6,1,7,2,5,0,0,0,0,3
"Nfe2l2",0,2,0,3,1,0,2,0,0,2,1,0,3,2,1,0,1,0,0,6,5,0,4,4,2,3,0,3,4,2,1,2,11,0,7,0,6,3,0,4,7,4,5,6,1,1,4,6,4,2,1,9,4,1,3,4,6,5,2,4,4,0,2,3,5,0,1,4,1,4,2,3,0,2,3,2,0,5,0,2,0,0,2,0,1
"Pxdc1",0,0,0,0,0,0,2,0,1,0,2,1,3,2,4,3,4,1,0,3,4,0,4,4,3,4,0,1,0,8,4,1,4,3,8,4,3,6,4,2,4,4,7,0,3,2,3,11,4,1,6,7,2,1,0,4,5,3,7,5,4,3,0,2,5,3,4,6,0,3,2,4,3,1,2,4,0,4,1,2,1,0,1,0,0
"Zfp36",0,0,0,0,0,3,0,2,0,0,1,0,1,3,1,4,3,3,0,1,4,1,0,2,0,0,0,1,2,0,0,0,3,4,2,2,3,0,1,1,2,0,2,2,0,1,2,3,1,2,0,4,1,2,2,4,1,2,3,2,1,0,1,1,0,3,0,5,1,3,1,3,3,0,0,2,0,1,0,0,0,0,0,0,6
"Rab32",0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,6,2,3,0,0,2,1,0,1,2,3,0,2,0,4,0,1,5,0,3,0,0,3,0,1,3,6,5,1,0,0,8,7,0,1,1,11,0,0,0,5,8,5,5,2,1,1,2,0,3,2,0,3,2,1,0,2,1,0,2,0,0,1,3,3,0,0,2,0,2
"Cd4",0,2,0,3,2,3,1,0,1,1,1,6,1,1,5,5,4,4,2,1,2,4,0,7,2,2,4,2,0,3,4,0,6,4,2,1,4,0,1,3,5,6,8,4,2,1,2,5,1,4,0,10,4,0,0,4,7,5,3,5,2,1,1,1,2,1,1,0,0,2,3,2,0,2,0,2,1,3,2,4,0,1,0,0,1
"Cd14",0,0,0,2,4,3,1,2,0,0,0,1,2,4,4,4,4,4,0,3,1,5,1,6,1,2,2,2,0,3,3,4,3,4,1,3,3,1,3,5,3,4,5,1,2,1,2,2,3,1,1,1,1,1,0,2,2,4,2,4,4,2,2,4,2,1,0,3,0,3,3,2,3,0,3,0,1,1,1,4,0,0,2,2,5
"Msh5",1,0,1,0,5,4,3,0,1,1,2,9,1,4,3,7,7,6,1,2,7,1,4,4,2,5,6,3,1,9,6,5,12,2,5,1,5,2,0,5,2,8,4,2,2,4,5,6,3,6,0,6,3,0,4,2,12,5,5,2,6,3,2,4,10,0,3,3,0,3,2,4,10,1,2,3,1,8,1,3,1,2,2,1,5
"Ptger4",0,1,0,0,2,0,2,0,0,0,2,7,1,2,0,4,3,1,0,0,1,1,3,2,2,3,2,2,4,7,3,4,7,3,2,1,3,2,2,0,3,3,4,1,0,0,2,7,2,2,2,3,2,2,1,2,7,1,5,1,2,3,1,4,2,6,6,9,0,1,0,3,3,2,1,2,2,3,3,1,1,0,2,1,0
"Ptafr",0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,3,3,0,0,3,0,0,0,0,0,2,1,2,2,0,3,2,0,1,0,4,2,2,1,0,3,0,2,4,2,0,1,1,2,0,0,1,0,2,2,3,0,2,1,0,4,2,1,0,2,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,3
"Wdfy4",0,2,0,1,1,2,0,0,0,0,4,2,1,5,4,3,1,1,0,0,4,4,2,2,0,2,0,1,2,3,2,1,3,2,1,0,2,0,0,2,3,1,4,2,0,0,1,6,3,1,1,5,1,2,4,2,3,5,6,0,2,1,2,0,5,3,1,4,1,5,1,1,2,2,2,2,2,3,0,1,2,1,2,2,1
"Tbxas1",0,0,0,0,2,0,2,0,0,0,3,2,0,1,1,2,2,3,0,2,2,3,2,1,4,2,0,0,1,4,3,3,2,0,5,0,1,4,1,2,2,3,3,5,3,0,2,4,5,5,1,5,3,2,1,0,6,6,6,0,4,1,2,0,5,2,0,4,0,4,0,2,3,0,0,1,0,2,1,2,1,2,0,1,0
"Cd36",0,0,0,2,0,3,0,0,2,0,1,3,3,3,1,3,2,1,0,2,2,2,4,1,0,4,2,2,2,4,3,1,3,0,3,0,1,0,0,3,1,3,5,1,4,2,1,7,2,1,1,8,0,3,0,3,5,3,4,5,7,0,1,0,0,0,0,5,0,1,1,1,1,2,3,3,1,4,2,0,1,0,2,0,2
"Tlr13",0,1,0,1,3,5,1,0,2,2,2,0,1,0,1,2,0,1,2,1,2,3,3,3,0,1,1,2,1,2,3,3,0,4,2,0,0,1,0,2,0,3,3,2,1,0,2,1,3,1,1,3,7,0,1,5,2,5,3,0,4,1,1,1,4,0,4,2,0,2,2,1,3,0,0,1,1,0,1,5,0,0,1,0,1
"Parp3",0,0,2,0,2,1,0,0,0,0,2,4,0,2,0,1,0,3,1,1,2,2,0,1,3,0,0,3,3,4,0,5,6,2,0,0,2,1,0,2,3,2,5,4,1,0,1,4,1,3,2,8,2,0,0,4,3,2,2,2,1,0,0,0,5,4,0,6,1,1,3,1,1,0,0,2,0,7,1,2,0,0,1,0,3
"Bmp2",0,0,0,2,5,4,1,0,2,2,0,4,4,1,1,4,4,6,0,4,4,1,4,10,2,2,2,4,0,5,3,3,2,7,7,0,1,1,3,6,5,2,6,2,2,0,0,6,5,3,1,10,5,0,2,4,10,11,2,3,8,2,3,2,3,4,4,6,2,4,4,1,4,4,5,0,2,9,1,4,0,0,2,1,1
"Rhbdf2",0,0,2,1,1,3,0,1,2,0,1,0,0,2,0,4,3,4,3,6,9,3,2,0,2,5,3,3,2,3,0,2,2,3,1,0,1,4,3,2,1,1,7,4,5,1,4,2,3,1,2,2,5,1,2,2,9,6,1,4,2,0,0,4,5,4,3,3,1,4,3,2,2,2,2,1,2,4,2,4,1,0,2,0,1
"Tpcn2",0,1,0,1,2,2,2,0,0,1,0,3,2,3,3,1,2,4,1,0,3,0,2,1,1,1,2,2,2,5,1,2,3,0,3,2,1,1,0,3,1,5,0,4,1,0,1,4,0,1,0,5,1,1,1,5,2,0,0,1,4,0,1,0,2,0,1,2,1,1,2,2,4,1,1,1,2,1,1,3,0,0,0,0,0
"Myof",0,2,0,4,5,3,2,0,1,0,1,5,2,2,4,4,8,3,0,2,8,0,2,3,0,1,0,4,2,5,3,4,3,2,1,1,3,1,2,5,3,2,4,1,4,0,3,3,0,4,1,6,5,1,3,0,4,5,4,1,4,0,2,4,5,6,3,3,0,2,1,3,5,1,0,8,1,3,4,5,1,1,0,1,1
"Bcl3",0,1,0,1,1,2,1,0,0,0,1,2,4,3,2,1,0,0,0,2,0,1,0,2,2,2,2,2,2,1,2,2,5,3,7,1,6,1,1,5,4,2,7,0,1,2,0,5,4,2,1,9,0,1,0,2,2,1,0,3,2,2,1,2,5,1,2,2,2,3,4,3,0,1,0,1,0,0,5,4,0,0,0,0,0
"Fhod1",1,0,0,2,6,3,0,0,0,0,2,2,2,3,2,5,3,0,0,2,8,5,1,1,3,6,1,2,0,5,0,4,2,2,1,0,2,3,0,6,2,1,3,3,1,0,0,6,1,1,3,1,5,3,2,1,4,4,4,2,1,1,3,2,3,1,2,3,2,8,2,2,5,2,1,1,1,0,2,2,0,2,0,2,2
"Nlrc3",0,0,0,0,5,3,2,0,0,0,0,3,0,3,5,2,0,1,0,3,3,0,1,5,0,2,2,0,3,4,4,2,5,2,1,2,3,1,0,2,4,1,4,2,2,0,3,1,2,3,0,3,1,3,2,0,8,5,7,5,2,0,0,0,0,4,2,6,0,2,3,2,0,1,0,2,0,10,1,4,0,0,0,0,4
"Thbs1",1,1,2,1,9,4,3,0,0,0,1,10,5,4,6,3,3,6,2,3,8,4,5,6,2,13,1,3,2,9,3,6,10,3,6,1,4,5,6,7,6,5,4,3,3,1,4,10,6,6,0,10,5,4,4,7,4,7,6,6,9,0,7,3,12,9,6,2,1,3,4,4,5,1,3,2,2,4,4,3,3,1,0,1,6
"Dok1",2,0,2,0,4,1,0,2,0,0,0,2,4,3,4,5,5,2,2,3,5,2,3,6,0,0,1,2,2,2,7,3,5,0,4,0,3,0,2,3,5,4,3,0,2,1,1,0,4,0,1,7,3,1,1,3,8,6,2,4,4,2,4,0,1,2,1,2,2,4,3,0,0,1,2,2,2,3,2,5,0,0,0,0,0
"Prkcd",1,0,2,1,1,5,0,0,1,1,0,6,3,4,4,2,5,1,1,3,7,2,1,3,1,0,3,3,3,7,2,4,4,2,2,1,6,3,0,4,5,7,4,6,3,0,3,8,3,5,1,5,2,0,2,3,9,3,5,3,4,1,3,2,3,7,3,1,0,3,2,5,3,1,3,3,4,1,5,5,0,1,2,0,1
"Itih2",0,0,1,2,2,3,0,0,1,0,2,6,2,2,4,3,2,3,1,4,4,2,2,4,3,2,1,3,1,2,2,3,3,2,1,1,2,1,3,2,2,2,2,2,2,0,2,2,4,2,2,2,3,0,2,4,5,7,4,2,2,1,3,3,1,1,4,5,0,1,3,3,2,2,1,0,1,2,0,6,0,1,1,0,0
"Zfp36l1",0,0,2,2,3,1,0,0,0,0,5,3,2,5,1,7,7,2,0,3,7,2,1,1,2,3,0,5,4,5,5,2,3,3,2,0,3,4,0,5,4,4,3,5,2,3,0,13,1,3,1,5,4,4,4,8,7,2,3,2,3,4,4,2,6,1,4,4,4,7,3,1,0,2,3,4,2,3,1,3,0,0,0,1,0
"Zc3hav1",0,0,0,1,1,3,0,0,1,0,0,1,0,0,4,6,0,2,0,0,5,2,3,4,0,0,3,2,0,5,0,6,8,2,4,1,6,1,1,4,7,0,2,5,0,0,3,6,3,3,1,5,5,0,1,4,5,0,2,3,4,1,2,1,5,1,2,2,0,3,0,4,0,1,3,4,0,4,0,3,2,0,1,2,3
"Fblim1",0,1,1,0,2,2,0,0,0,2,1,3,4,3,4,4,2,1,2,4,6,4,2,2,3,4,1,1,0,8,0,2,8,6,5,2,3,2,0,1,7,5,2,1,2,1,3,3,2,4,1,5,1,3,0,7,4,3,3,4,5,2,4,2,0,6,2,4,0,3,3,0,5,2,0,6,0,1,1,3,1,2,1,2,6
"Dtx3l",0,0,2,1,5,5,0,0,0,1,2,4,3,4,4,7,4,2,1,2,6,2,0,3,3,0,3,1,2,4,1,8,2,3,2,5,0,5,0,4,6,4,3,0,2,0,1,5,2,4,1,6,3,1,3,3,2,9,4,4,6,1,2,2,5,1,0,3,0,3,1,1,0,2,1,2,2,2,3,5,0,0,1,0,2
"Susd1",0,0,0,5,1,3,1,0,0,0,2,4,2,3,1,7,2,1,1,2,5,2,2,4,2,5,3,2,3,3,2,3,7,4,5,1,3,3,0,2,2,3,3,2,2,1,0,1,3,4,1,3,2,1,2,3,5,4,5,3,4,1,1,0,6,3,1,3,0,3,1,1,1,4,3,3,1,3,2,3,2,0,0,0,3
"Gm7104",0,0,0,0,0,5,1,0,0,0,0,7,3,3,1,2,2,3,1,2,6,5,0,2,0,5,2,2,1,3,1,4,6,3,4,1,3,0,0,1,5,7,5,1,1,0,1,5,2,6,5,5,4,1,2,5,3,2,4,3,8,0,0,2,2,4,2,1,3,0,1,3,2,3,2,1,0,1,2,4,0,0,0,0,2
"Pon3",0,0,1,1,3,4,0,0,1,0,2,6,3,2,6,5,4,5,1,2,2,2,2,4,1,1,1,0,2,5,2,3,8,4,0,0,1,3,0,2,2,6,2,2,1,1,1,10,3,5,2,1,5,2,3,4,9,6,5,2,3,2,1,2,5,2,3,4,3,3,1,2,4,0,2,1,1,1,3,1,0,0,0,0,1
"Slc46a3",0,0,0,2,2,2,0,0,2,0,2,1,1,0,2,3,0,3,4,1,3,2,1,2,3,4,2,1,2,6,1,0,1,0,4,0,2,4,1,3,2,2,5,3,3,0,1,6,1,3,1,6,5,1,1,3,6,2,4,1,2,1,1,3,4,3,4,8,0,4,3,1,1,0,2,0,0,2,3,3,0,0,0,0,2
"Map3k14",2,0,0,2,4,0,0,2,0,1,1,1,2,2,2,3,1,1,1,10,6,6,4,2,0,2,2,1,1,2,1,2,5,1,6,2,3,1,2,2,2,0,3,1,2,0,2,2,3,5,3,2,6,1,2,4,3,3,5,6,7,4,1,2,4,3,5,5,1,1,2,0,2,2,4,0,0,5,0,2,1,0,0,0,4
"Tnfsf18",0,1,1,1,2,4,1,0,0,1,1,6,2,5,1,3,2,3,1,3,8,3,2,1,3,3,0,3,1,3,1,1,7,3,2,3,3,2,3,4,3,3,5,0,5,1,2,4,4,2,2,6,5,1,2,3,4,3,5,5,1,1,1,2,5,1,3,5,0,5,2,1,5,0,0,2,1,1,2,1,0,1,1,1,1
"Il16",0,0,0,0,1,3,2,0,2,0,0,3,0,3,3,2,0,1,0,0,5,2,1,5,0,2,2,4,0,4,2,1,5,2,1,1,2,1,3,5,4,4,2,1,2,2,1,1,0,2,0,1,1,3,0,1,12,6,3,1,2,0,2,0,1,0,2,6,1,4,2,4,0,0,0,0,0,2,2,1,0,0,1,0,2
"Hmox1",1,4,1,0,5,1,1,0,0,0,2,3,2,5,3,4,2,3,3,2,3,3,1,3,7,3,1,3,1,3,7,5,7,2,6,2,2,1,3,4,5,3,8,2,1,2,3,5,5,4,2,2,2,7,0,2,10,3,5,3,7,0,3,5,3,6,2,3,1,3,2,3,4,1,0,4,1,5,3,5,1,1,2,0,1
"Aspm",0,0,1,0,0,2,0,0,1,0,2,3,0,3,0,0,1,2,0,0,5,4,0,3,0,1,0,1,2,1,1,4,8,2,0,1,1,2,0,0,4,2,4,0,3,0,2,9,2,2,4,3,1,2,0,3,7,3,2,2,4,3,1,0,5,3,5,8,1,2,4,3,0,2,0,0,1,0,3,3,0,0,0,0,3
"Pla1a",0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,1,0,2,2,0,0,0,0,0,1,3,0,5,2,2,0,1,1,1,3,2,3,2,2,0,0,4,2,1,0,0,1,2,0,1,3,1,2,0,1,0,1,0,0,2,1,1,3,1,0,1,0,2,1,0,1,1,1,1,0,1,1,1,0,2
"Ace2",0,1,1,1,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,2,0,2,0,1,1,2,0,1,0,2,1,1,0,0,0,0,3,2,1,2,2,0,0,0,1,2,0,0,1,1,2,1,3,4,4,0,0,5,2,0,2,2,2,2,0,2,1,0,1,2,2,1,1,3,0,3,2,2,1,0,2,0,1
"Vtn",0,0,0,0,0,0,0,0,0,0,0,9,12,1,0,5,0,1,0,2,4,3,0,1,6,2,0,1,0,2,0,2,24,9,0,0,0,20,3,19,0,1,3,2,2,0,4,3,16,0,1,2,3,3,0,2,3,2,3,3,3,44,3,1,2,0,16,1,1,1,2,2,2,2,0,0,1,2,2,2,0,0,0,0,3
"Pth1r",0,1,0,0,3,5,1,2,0,0,0,4,0,4,3,7,6,4,0,5,5,1,0,1,5,4,1,0,2,3,2,2,4,4,5,0,4,4,3,3,3,2,1,2,2,0,1,9,1,4,2,3,3,1,4,6,7,4,5,7,3,3,3,3,1,3,4,8,1,6,1,1,2,0,3,4,1,2,2,5,0,1,0,1,1
"P2ry14",2,0,0,0,2,2,1,0,0,0,1,1,0,2,3,0,1,1,0,2,2,4,0,3,0,5,0,0,0,3,0,1,3,2,0,1,2,1,3,2,3,0,5,2,1,0,0,0,0,0,0,4,1,1,0,1,3,0,0,0,3,3,3,1,3,0,0,3,0,4,0,4,0,2,0,1,1,2,0,0,1,0,0,2,1
"Zic1",0,2,0,0,0,2,0,0,0,0,3,2,2,2,1,5,2,0,0,0,3,0,0,1,2,4,2,4,1,2,4,3,12,1,2,0,0,0,2,10,4,2,3,1,3,0,1,0,1,1,0,1,3,1,0,3,1,0,4,1,4,8,1,5,4,3,3,4,0,2,1,1,0,0,3,3,0,0,0,1,1,0,1,0,1
"Kcnj8",0,0,0,2,0,2,0,0,0,0,0,5,6,3,2,5,1,1,0,1,1,0,2,2,2,3,2,5,2,10,4,5,10,1,6,2,5,2,0,8,3,3,4,3,3,2,2,4,3,2,2,9,3,0,2,4,7,6,4,0,4,2,0,4,2,4,8,4,1,7,1,0,3,3,1,5,1,3,1,6,0,0,2,0,1
"Atp13a5",0,1,0,1,2,2,1,0,0,0,1,6,3,4,1,2,2,2,0,3,2,0,1,4,1,2,3,2,2,2,4,0,3,0,4,1,3,0,2,8,4,2,2,2,1,1,1,4,3,2,5,6,2,2,1,2,10,3,1,5,1,6,2,4,1,0,3,2,2,4,3,0,2,0,1,3,2,3,0,2,0,0,0,1,2
"Abcc9",0,0,0,2,3,0,1,0,1,1,2,1,2,3,3,1,6,0,2,2,3,0,2,4,0,4,2,0,4,7,1,1,5,2,3,1,1,1,2,3,2,7,4,2,1,0,2,1,1,2,0,6,1,3,2,2,2,5,7,0,2,1,2,0,1,1,1,3,2,4,3,2,3,0,0,0,1,0,4,4,1,0,1,0,1
"Sod3",0,0,0,1,2,1,0,0,1,0,2,4,17,4,1,6,7,7,0,2,8,0,0,2,2,1,1,4,3,4,4,4,7,9,3,2,4,11,0,13,8,3,2,2,1,3,3,7,10,2,3,5,0,1,0,2,4,5,3,4,2,21,5,5,2,0,9,4,3,12,4,4,0,2,1,1,1,5,3,8,1,0,3,0,3
